SensorID,Timestamp,monthly_avg
1,2020-01-01 00:00:00+00:00,147.79145161290322
2,2020-01-01 10:00:00+00:00,162.76602534562213
1,2020-02-01 00:00:00+00:00,144.71493103448276
2,2020-02-01 10:00:00+00:00,153.4497536945813
3,2020-03-01 00:00:00+00:00,133.14816666666667
