SensorID,Timestamp,ReadingValue
1,2020-01-10 00:30:00+00:00,158.95
1,2020-01-10 01:00:00+00:00,150.17
1,2020-01-10 01:30:00+00:00,140.03
1,2020-01-10 02:00:00+00:00,129.74
1,2020-01-10 02:30:00+00:00,126.7
1,2020-01-10 03:00:00+00:00,121.1
1,2020-01-10 03:30:00+00:00,121.09
1,2020-01-10 04:00:00+00:00,128.64
1,2020-01-10 04:30:00+00:00,128.47
1,2020-01-10 05:00:00+00:00,140.48
1,2020-01-10 05:30:00+00:00,150.39
1,2020-01-10 06:00:00+00:00,157.19
1,2020-01-10 06:30:00+00:00,153.45
1,2020-01-10 07:00:00+00:00,163.08
1,2020-01-10 07:30:00+00:00,164.72
1,2020-01-10 08:00:00+00:00,165.01
1,2020-01-10 08:30:00+00:00,165.01
1,2020-01-10 09:00:00+00:00,165.01
1,2020-01-10 09:30:00+00:00,165.01
2,2020-01-10 10:00:00+00:00,165.01
2,2020-01-10 10:30:00+00:00,213.25
2,2020-01-10 11:00:00+00:00,188.3
2,2020-01-10 11:30:00+00:00,165.01
2,2020-01-10 12:00:00+00:00,187.9
2,2020-01-10 12:30:00+00:00,187.9
2,2020-01-10 13:00:00+00:00,133.31
2,2020-01-10 13:30:00+00:00,133.31
2,2020-01-10 14:00:00+00:00,155.81
2,2020-01-10 14:30:00+00:00,133.31
2,2020-01-10 15:00:00+00:00,162.58
2,2020-01-10 15:30:00+00:00,162.58
2,2020-01-10 16:00:00+00:00,165.59
2,2020-01-10 16:30:00+00:00,162.56
2,2020-01-10 17:00:00+00:00,165.11
2,2020-01-10 17:30:00+00:00,162.55
2,2020-01-10 18:00:00+00:00,163.28
2,2020-01-10 18:30:00+00:00,133.09
2,2020-01-10 19:00:00+00:00,187.9
2,2020-01-10 19:30:00+00:00,174.99
2,2020-01-10 20:00:00+00:00,185.0
2,2020-01-10 20:30:00+00:00,174.99
2,2020-01-10 21:00:00+00:00,165.01
2,2020-01-10 21:30:00+00:00,165.01
2,2020-01-10 22:00:00+00:00,165.01
2,2020-01-10 22:30:00+00:00,159.73
2,2020-01-10 23:00:00+00:00,157.76
2,2020-01-10 23:30:00+00:00,161.49
1,2020-01-11 00:00:00+00:00,158.03
1,2020-01-11 00:30:00+00:00,153.62
1,2020-01-11 01:00:00+00:00,150.26
1,2020-01-11 01:30:00+00:00,152.0
1,2020-01-11 02:00:00+00:00,150.56
1,2020-01-11 02:30:00+00:00,147.37
1,2020-01-11 03:00:00+00:00,146.07
1,2020-01-11 03:30:00+00:00,143.56
1,2020-01-11 04:00:00+00:00,146.94
1,2020-01-11 04:30:00+00:00,128.25
1,2020-01-11 05:00:00+00:00,139.58
1,2020-01-11 05:30:00+00:00,144.28
1,2020-01-11 06:00:00+00:00,146.71
1,2020-01-11 06:30:00+00:00,147.61
1,2020-01-11 07:00:00+00:00,148.78
1,2020-01-11 07:30:00+00:00,151.92
1,2020-01-11 08:00:00+00:00,156.36
1,2020-01-11 08:30:00+00:00,161.01
1,2020-01-11 09:00:00+00:00,154.09
1,2020-01-11 09:30:00+00:00,158.03
2,2020-01-11 10:00:00+00:00,158.35
